Campaign_Name,Id,Status,Date,Amount,Payout,Sub_Id,Currency,Partner,Inventory,Email_Id
Flipkart ,1129091024,pending,2/23/2025,142.0,5.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1123886714,pending,2/6/2025,30.0,0.0,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23241021,pending,1/6/2025,186.0,8.37,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1124369220,pending,2/7/2025,11349.0,48.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1129343326,pending,2/24/2025,149.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23444342,pending,1/17/2025,279.0,12.56,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1126196834,pending,2/13/2025,101.0,3.4,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23444144,pending,1/17/2025,134.0,12.06,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1130295268,pending,2/27/2025,99.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1130550069,pending,2/28/2025,75.0,0.0,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23594733,pending,1/30/2025,1348.09,102.45,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128778188,pending,2/22/2025,8993.0,84.5,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126030976,pending,2/13/2025,13.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1125441562,pending,2/11/2025,527.0,13.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23327706,pending,1/13/2025,1302.34,98.98,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1127892545,pending,2/19/2025,149.0,5.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23402787,pending,1/16/2025,1555.6,118.23,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1115645323,pending,1/8/2025,312.0,7.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1130105705,pending,2/26/2025,389.0,10.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Croma Retail,23266302,pending,1/8/2025,30012.25,42.5,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1117274312,pending,1/14/2025,287.0,8.4,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23441957,pending,1/18/2025,134.0,6.03,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1130229789,pending,2/27/2025,222.0,0.0,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23891085,pending,2/19/2025,253.08,19.23,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23751503,pending,2/11/2025,295.67,22.47,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1121272768,pending,1/28/2025,14.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1118225884,pending,1/18/2025,289.0,7.6,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1116948735,pending,1/13/2025,168.0,4.2,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23533355,pending,1/24/2025,199.0,22.69,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,24063883,pending,2/28/2025,212.0,16.11,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23284994,pending,1/9/2025,599.0,26.96,web,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23443151,pending,1/18/2025,333.0,14.98,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116801177,pending,1/13/2025,999.0,25.5,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1121146668,pending,1/28/2025,174.0,4.2,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23520168,pending,1/23/2025,218.8,16.63,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23254435,pending,1/7/2025,419.0,18.86,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23285575,pending,1/9/2025,223.0,20.07,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1119761349,pending,1/23/2025,449.0,11.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1118067112,pending,1/17/2025,365.0,9.3,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1120940550,pending,1/27/2025,297.0,7.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1114512385,pending,1/5/2025,124.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1118262573,pending,1/18/2025,79.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23708578,pending,2/7/2025,272.11,31.02,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23204260,pending,1/4/2025,217.6,16.54,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1125645125,pending,2/12/2025,88.0,3.4,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1115312851,pending,1/7/2025,230.0,7.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23525001,pending,1/24/2025,489.0,69.68,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1113588099,pending,1/1/2025,172.0,5.9,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1117242783,pending,1/14/2025,479.0,11.8,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23197790,pending,1/3/2025,163.876777,7.37,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23900934,pending,2/20/2025,303.45,23.06,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23444342,pending,1/17/2025,279.0,12.56,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1117001972,pending,1/13/2025,89.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Firstcry,23398408,pending,1/16/2025,305.16,25.5,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23443189,pending,1/18/2025,134.0,12.06,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1125240462,pending,2/10/2025,1049.0,35.7,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23304030,pending,1/11/2025,203.6,15.47,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23530926,pending,1/24/2025,99.0,11.29,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1120583646,pending,1/26/2025,57.0,1.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23571971,pending,1/27/2025,172.6,13.12,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1126739748,pending,2/15/2025,559.0,14.4,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23521611,pending,1/23/2025,510.0,38.76,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23254684,pending,1/7/2025,99.0,8.91,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1120650139,pending,1/26/2025,23.0,0.8,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1114179612,pending,1/3/2025,96.0,3.3,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23530933,pending,1/24/2025,999.0,113.89,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23444440,pending,1/17/2025,517.0,23.27,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128616775,pending,2/21/2025,234.0,7.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23193299,pending,1/3/2025,633.96,48.18,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1117674416,pending,1/16/2025,999.0,25.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23325111,pending,1/13/2025,1089.0,124.15,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1127501194,pending,2/18/2025,209.0,6.7,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23193604,pending,1/3/2025,271.25,30.92,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1126023851,pending,2/13/2025,13.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Croma Retail,23602809,pending,1/30/2025,404.0,8.59,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1129379151,pending,2/24/2025,198.0,10.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23370259,pending,1/14/2025,616.0,46.82,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23442222,pending,1/18/2025,229.0,10.31,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23285548,pending,1/9/2025,239.0,21.51,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23241061,pending,1/6/2025,119.0,5.36,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1126111305,pending,2/13/2025,14.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518849,pending,1/23/2025,1025.0,77.9,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1119185711,pending,1/21/2025,156.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23442485,pending,1/18/2025,154.0,6.93,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23413062,pending,1/17/2025,270.0,30.78,web,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23298026,pending,1/10/2025,378.0,17.01,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23205981,pending,1/4/2025,178.8,13.59,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
GoDaddy,23303920,pending,1/11/2025,0.0,0.0,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1115491576,pending,1/8/2025,199.0,6.8,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1124054932,pending,2/6/2025,336.0,11.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518316,pending,1/23/2025,223.75,17.01,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23330900,pending,1/12/2025,1384.0,62.28,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23241088,pending,1/7/2025,904.77,103.14,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1126113040,pending,2/13/2025,18.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1113875544,pending,1/2/2025,261.0,6.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1116860260,pending,1/13/2025,7.0,0.0,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,24057239,pending,2/28/2025,346.0,39.44,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128877128,pending,2/22/2025,64.0,2.5,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518979,pending,1/23/2025,199.0,15.12,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1118097155,pending,1/17/2025,1747.0,44.1,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23692104,pending,2/6/2025,323.0,24.55,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116599591,pending,1/12/2025,105.0,3.4,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23268210,pending,1/8/2025,349.0,15.71,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23653522,pending,2/3/2025,183.77,13.97,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23205981,pending,1/4/2025,178.8,13.59,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1117509613,pending,1/15/2025,399.0,10.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1130294343,pending,2/27/2025,128.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23519304,pending,1/23/2025,199.0,15.12,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23441844,pending,1/18/2025,154.0,6.93,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23220188,pending,1/5/2025,803.9,61.1,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128255760,pending,2/20/2025,599.0,15.3,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23204262,pending,1/4/2025,297.6,22.62,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1119969208,pending,1/24/2025,199.0,5.1,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23571973,pending,1/27/2025,123.6,9.39,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1113384782,pending,1/1/2025,169.0,5.9,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1119336218,pending,1/22/2025,30.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1117168218,pending,1/14/2025,708.0,21.3,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1121281533,pending,1/28/2025,14.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1116663845,pending,1/12/2025,289.0,8.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23539983,pending,1/25/2025,799.0,91.09,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23254318,pending,1/7/2025,530.0,23.85,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1114406426,pending,1/4/2025,699.0,25.5,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1117264571,pending,1/14/2025,399.0,10.2,store_page,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23240979,pending,1/6/2025,228.0,10.26,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1123692583,pending,2/5/2025,76.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1115354206,pending,1/7/2025,231.0,5.9,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1119545212,pending,1/22/2025,49.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23226437,pending,1/5/2025,404.0,18.18,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23755348,pending,2/11/2025,181.73,13.81,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23371968,pending,1/15/2025,609.5,46.32,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1118819789,pending,1/20/2025,1260.0,32.3,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126759304,pending,2/15/2025,226.0,5.9,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23165610,pending,1/1/2025,352.71,26.81,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116655081,pending,1/12/2025,103.0,3.3,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23197781,pending,1/3/2025,304.0,13.68,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116573943,pending,1/12/2025,969.0,28.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23402787,pending,1/16/2025,1555.6,118.23,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23197773,pending,1/3/2025,329.0,14.81,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128830730,pending,2/22/2025,64.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
GoDaddy,23299176,pending,1/11/2025,49.86,262.82,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1127674035,pending,2/18/2025,310.0,10.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1121448124,pending,1/29/2025,999.0,25.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1115364128,pending,1/7/2025,43.0,1.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23929348,pending,2/22/2025,430.5,49.08,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116844445,pending,1/13/2025,172.0,5.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23621864,pending,2/1/2025,458.0,52.21,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23212767,pending,1/4/2025,497.0,44.73,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23586625,pending,1/29/2025,1909.71,217.71,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1114486847,pending,1/4/2025,6799.0,169.9,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1120397985,pending,1/25/2025,51.0,1.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1130540085,pending,2/28/2025,29.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23337154,pending,1/13/2025,824.0,62.62,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23197744,pending,1/3/2025,369.0,16.61,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23518462,pending,1/23/2025,398.0,30.25,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23271038,pending,1/9/2025,1769.0,134.44,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1118792456,pending,1/20/2025,168.0,4.2,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1118618507,pending,1/19/2025,175.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126534514,pending,2/15/2025,68.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23442684,pending,1/18/2025,154.0,6.93,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23220094,pending,1/5/2025,1484.49,112.82,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1120416609,pending,1/26/2025,306.0,7.6,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1116976461,pending,1/13/2025,184.0,5.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518709,pending,1/23/2025,215.33,16.37,web,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1127007067,pending,2/16/2025,132.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1128152685,pending,2/20/2025,135.0,4.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23261488,pending,1/8/2025,177.34,20.22,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1125130363,pending,2/10/2025,68.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1115287964,pending,1/7/2025,309.0,10.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126113368,pending,2/13/2025,17.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1124621947,pending,2/8/2025,1486.0,50.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1130539753,pending,2/28/2025,75.0,0.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1114161568,pending,1/3/2025,466.0,7.6,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23226485,pending,1/5/2025,374.0,33.66,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23489466,pending,1/21/2025,1399.0,159.49,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1121673215,pending,1/30/2025,40.0,0.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23247503,pending,1/7/2025,385.77,43.98,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23476653,pending,1/19/2025,609.0,27.41,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1123335280,pending,2/4/2025,66.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518705,pending,1/23/2025,215.5,16.38,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116994095,pending,1/13/2025,184.0,5.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1115846931,pending,1/9/2025,78.0,1.7,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23184226,pending,1/2/2025,658.0,29.61,telegram,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Ajio,23814231,pending,2/14/2025,332.8,37.94,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1128255600,pending,2/20/2025,359.0,11.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23246313,pending,1/7/2025,1344.0,102.14,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1113838970,pending,1/2/2025,356.0,9.3,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1123260711,pending,2/4/2025,202.0,6.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23518895,pending,1/23/2025,199.0,15.12,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1115776219,pending,1/9/2025,147.0,5.1,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1117574683,pending,1/15/2025,162.0,5.1,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126449671,pending,2/14/2025,79.0,2.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1126916171,pending,2/16/2025,519.0,25.4,telegram,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23407228,pending,1/16/2025,394.0,17.73,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1115924844,pending,1/9/2025,709.0,17.8,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23368096,pending,1/14/2025,569.0,64.87,store_page,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1115012624,pending,1/6/2025,797.0,27.2,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Ajio,23539742,pending,1/25/2025,99.0,14.11,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Myntra,23444869,pending,1/17/2025,259.0,11.66,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
Flipkart ,1116062160,pending,1/10/2025,564.0,17.0,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Flipkart ,1118031646,pending,1/17/2025,580.0,14.5,app,INR,Admitad,Flipshope,agoyal@flipshope.com
Myntra,23444725,pending,1/17/2025,154.0,6.93,app,INR,Cuelinks,Flipshope,agoyal@flipshope.com
