[2025-04-09 09:57:05,197] 22 root - INFO - Logging setup completed successfully!
[2025-04-09 10:12:57,640] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:57] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:12:57,701] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:57] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:12:59,775] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:59] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:12:59,829] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:12:59] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:07,422] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:13:07,454] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:07] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:13:07,502] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:07] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:09,391] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:09] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:13:09,433] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:09] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:38,462] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:13:38,477] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:38] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:13:38,531] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:38] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:43,088] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:43] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:13:43,147] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:43] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:57,738] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:13:57,759] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:57] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:13:57,813] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:57] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:13:59,574] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:59] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:13:59,626] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:13:59] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:14:15,209] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:14:15,230] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:15] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:14:15,284] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:15] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:14:17,609] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:17] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:14:17,663] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:17] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:14:32,625] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:14:32,649] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:32] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:14:32,698] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:14:32] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:15:27,338] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:15:27] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:15:27,793] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:15:27] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:15:42,605] 53 root - INFO - Data Frame Gathered
[2025-04-09 10:15:42,984] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:15:42] "POST /predict HTTP/1.1" 200 -
[2025-04-09 10:15:43,077] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:15:43] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 10:21:09,660] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:21:09] "GET /predict HTTP/1.1" 200 -
[2025-04-09 10:21:09,713] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 10:21:09] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:45:38,884] 53 root - INFO - Data Frame Gathered
[2025-04-09 11:45:39,073] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:45:39] "POST /predict HTTP/1.1" 200 -
[2025-04-09 11:45:39,140] 97 werkzeug - INFO - 127.0.0.1 - - [09/Apr/2025 11:45:39] "[36mGET /static/style.css HTTP/1.1[0m" 304 -
[2025-04-09 11:49:43,380] 97 werkzeug - INFO -  * Detected change in 'C:\\Users\\mk744\\OneDrive - Poornima University\\Desktop\\HOUSEPRICE\\app.py', reloading
